Node	Occurrences	Present in network(s)	Cited in paper(s)
H4N6	12	[1193;Q9Y5L3, 1441;O15230, 1442;P07942, 1805;P35442, 1235;P35555, 1085;Q13740, 1175;P53634, 550;P01833, 770;P01861, 506;P26201, 1256;Q08380, 1633;Q02809]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1126/science.abb9983, 10.1111/j.1432-1033.1992.tb17090.x, 10.1074/mcp.RA120.002295, 10.1016/S1044-0305(00)00122-7, 10.18632/oncotarget.26005, 10.1021/pr500238v, 10.1016/s0021-9258(18)32836-9, 10.1021/acs.analchem.8b01137, 10.1016/0003-9861(90)90511-v]
H4N9	1	[613;P07911]	[10.1021/acs.jproteome.9b00753, 10.1002/prca.201800061, 10.1021/acs.analchem.8b01137]
H4N8	1	[506;P26201]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1016/S1044-0305(00)00122-7, 10.18632/oncotarget.26005, 10.1016/s0021-9258(18)33585-3]
H6N6F2	3	[984;P08195, 998;O00468, 1042;P21810]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1126/science.abb9983, 10.1021/bi00447a017, 10.1093/glycob/10.9.901, 10.1093/glycob/10.5.511, 10.18632/oncotarget.26005, 10.1021/acs.analchem.1c00893]
H7N6F2S4	1	[810;P01042]	[10.1093/glycob/10.9.901, 10.1002/elps.1150191113, 10.1016/j.isci.2021.102323, 10.1038/s41598-018-20331-2]
H6N6F1	33	[586;P06729, 2999;P31994-3, 1442;P07942, 711;Q14624, 569;Q9Y286, 2998;P12318-1, 1256;Q08380, 602;P10646, 544;P98119, 495;P04180, 1169;P07585, 695;P05546, 346;P14151, 625;P04004, 1012;Q9BYF1, 1019;Q9BXN1, 3000;P08637, 636;Q07287, 79;P13987, 568;O15389, 2991;P12314-2, 1421;Q06033, 1073;P43155, 570;Q9NYZ4, 589;P06127, 283;P05556, 632;P42098, 172;P06870, 1901;Q5VU97, 354;P01374, 3001;O75015, 45;P17050, 283;P08648]	[10.1021/acs.jproteome.9b00753, 10.1084/jem.20142182, 10.1093/glycob/9.5.443, 10.1093/glycob/10.9.901, 10.1046/j.1432-1327.1999.00766.x, 10.1023/B:GLYC.0000038293.37376.9f, 10.1016/j.jaci.2014.02.025, 10.1016/s0021-9258(19)38919-7, 10.1006/abio.1994.1138, 10.1093/glycob/10.3.295, 10.1021/acs.analchem.8b01137, 10.1021/bi00210a019, 10.1126/science.abb9983, 10.1021/bi00447a017, 10.1093/glycob/2.4.299, 10.1074/mcp.RA120.002295, 10.1093/glycob/10.5.511, 10.1021/acs.analchem.8b01051, 10.18632/oncotarget.26005, 10.1021/acs.jproteome.0c00702, 10.1021/acs.analchem.1c00893, 10.1038/s41598-021-84668-x, 10.1074/jbc.M009361200, 10.1016/0003-9861(90)90511-v]
H7N6F2S2	4	[1442;P07942, 1781;Q4LDE5, 677;P05090, 1440;Q16363]	[10.1021/acs.analchem.0c01794, 10.1021/pr500394z, 10.1038/s41598-018-20331-2]
H7N6F2S3	1	[1933;P09172]	[10.1038/s41598-018-20331-2]
H6N6F4	9	[356;P13473, 355;P11279, 1792;P24821, 1085;Q13740, 984;P08195, 692;P25311, 1637;P51888, 655;Q13308, 1414;P05556]	[10.1371/journal.ppat.1009232, 10.1021/acs.analchem.8b01137]
H5N6S1	2	[1839;P43307, 1019;Q9BXN1]	[10.1111/j.1432-1033.1992.tb17090.x, 10.1021/pr500575r, 10.1021/pr500238v, 10.1111/jth.14861]
H7N6F2S1	1	[2342;P23819]	[10.1016/j.jaci.2014.02.025, 10.1038/s41598-018-20331-2]
H3N3S1	7	[3000;P08637, 2999;P31994-3, 787;O75446, 723;P10253, 2998;P12318-1, 3001;O75015, 2932;P47710]	[10.1101/853036]
H7N6F1	9	[1872;Q9NYU1, 1617;O00592, 1536;Q15223, 1217;P16422, 1042;P21810, 1637;P51888, 1172;Q14126, 1847;Q14956, 655;Q13308]	[10.1016/s0021-9258(19)50338-6, 10.1016/s0021-9258(19)69243-4, 10.1046/j.1432-1327.1999.00766.x, 10.1021/bi00464a020, 10.1016/s0021-9258(19)38919-7, 10.1021/bi00222a012, 10.1111/j.1432-1033.1990.tb19409.x, 10.1074/mcp.RA120.002295, 10.1046/j.1432-1327.2001.01960.x, 10.1021/acs.analchem.8b01051, 10.1016/s0304-4165(00)00083-0, 10.1093/glycob/10.4.421, 10.1073/pnas.86.20.7819, 10.1074/jbc.M009361200, 10.1021/acs.analchem.0c01794, 10.1021/pr5005482, 10.1021/pr500414q, 10.1016/S0022-2275(20)32568-2, 10.1016/0003-9861(90)90511-v, 10.1093/glycob/cwaa042, 10.1111/j.1432-1033.1992.tb16733.x, 10.1093/glycob/9.5.443, 10.1021/bi00617a021, 10.1006/abio.1994.1138, 10.1046/j.1432-1327.2001.01985.x, 10.1093/glycob/10.3.295, 10.1021/bi00210a019, 10.1016/s0021-9258(18)68975-6, 10.1007/bf01053197, 10.1093/glycob/2.4.299, 10.1021/bi9524880, 10.18632/oncotarget.26005, 10.1016/j.chom.2020.08.004, 10.1021/bi00067a029, 10.1021/pr500394z, 10.1021/bi00145a013, 10.1111/j.1432-1033.1996.0076n.x, 10.1074/jbc.M307132200, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1089/dna.1.1989.8.419, 10.1074/jbc.M004298200, 10.1093/glycob/7.1.67, 10.1046/j.1432-1327.1999.00095.x, 10.1042/ba19990105, 10.1006/abbi.1993.1332, 10.1021/acs.jproteome.0c00702, 10.1021/acs.analchem.1c00893, 10.1021/bi00415a038, 10.1074/mcp.M111.013649, 10.1021/acs.jproteome.8b00796, 10.1021/acs.jproteome.9b00753, 10.1084/jem.20142182, 10.1093/glycob/10.3.251, 10.1016/s0021-9258(18)90588-0, 10.1111/j.1432-1033.1993.tb18020.x, 10.1093/oxfordjournals.jbchem.a133680, 10.1021/acs.analchem.8b01137, 10.1126/science.abb9983, 10.1093/glycob/10.5.511, 10.1002/elps.1150191113]
H7N6F3	7	[356;P13473, 355;P11279, 1085;Q13740, 984;P08195, 550;P01833, 358;P04273, 1414;P05556]	[10.1038/s41467-019-09222-w, 10.1021/pr5005482]
H5N6F1S1	2	[744;P00738, 344;P98158]	[10.1093/glycob/cwaa042, 10.1021/acs.jproteome.9b00753, 10.1126/science.abb9983, 10.1084/jem.20142182, 10.1021/pr500575r, 10.1093/glycob/cwaa101, 10.1074/mcp.RA120.002295, 10.1371/journal.ppat.1009232, 10.18632/oncotarget.26005, 10.1021/bi035278t, 10.1021/pr500394z, 10.1021/acs.analchem.8b01137]
H5N6F1S2	5	[50;P26324, 759;P10909, 613;P07911, 1242;Q06828, 1902;Q14508]	[10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa042, 10.1126/science.abb9983, 10.1021/acs.jproteome.9b00753, 10.1093/glycob/cwaa101, 10.1074/mcp.RA120.002295, 10.1371/journal.ppat.1009232, 10.18632/oncotarget.26005, 10.1021/bi035278t, 10.1021/bi961075b, 10.1021/pr500394z, 10.1093/glycob/10.3.295]
H7N6F4	1	[105;Q91132]	[10.1021/acs.jproteome.9b00753, 10.1021/pr5005482, 10.1021/acs.analchem.8b01137]
H4N4F3P1	2	[580;P18632, 317;Q38757]	[10.1093/glycob/11.4.261, 10.1016/s0304-4165(00)00128-8]
H6N6F3S1	6	[668;Q13201, 1087;Q5ZPR3, 702;Q13790, 1256;Q08380, 1980;Q5T2D2, 2342;P23819]	[10.1371/journal.ppat.1009232]
H6N6F3S2	3	[1781;Q4LDE5, 1801;Q96J42, 677;P05090]	[10.1371/journal.ppat.1009232, 10.1038/s41598-021-84668-x, 10.1038/s41598-018-20331-2]
H6N6F3S3	4	[1957;Q9UEW3, 85;P00450, 1954;P48357, 1933;P09172]	[10.1371/journal.ppat.1009232, 10.1006/bbrc.1995.1716, 10.1038/s41598-021-84668-x, 10.1038/s41598-018-20331-2]
H5N5F3S1	4	[683;P55058, 1774;O00391, 320;P02788, 627;P04275]	[10.1093/glycob/10.9.901, 10.1038/s41598-021-84668-x, 10.1038/s41598-018-20331-2]
H12N7	1	[483;R7VTP9]	[10.1074/jbc.M101380200]
H4N2F2	2	[2615;Q61207, 1257;Q92820]	[10.1016/s0014-5793(98)01710-4, 10.1074/mcp.RA120.002295, 10.1046/j.1432-1033.2003.03636.x]
H10N10F1	1	[1044;Q10589]	[10.1093/glycob/10.5.511, 10.18632/oncotarget.26005]
H9N8F1S2	1	[2990;P08637]	[10.1021/acs.analchem.0c01794]
H4N2F1	8	[2186;Q80V42, 2520;Q61885, 361;P35496, 209;P03459, 1636;P12273, 1847;Q14956, 2231;Q9CPW0, 725;O60486]	[10.1038/s41467-019-09222-w, 10.1074/mcp.M112.024018, 10.1046/j.1432-1033.2003.03636.x, 10.1007/s10719-006-6693-4, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1093/glycob/cwaa052, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1093/glycob/10.9.941, 10.1021/acs.analchem.8b01137, 10.1126/science.abb9983, 10.1016/0008-6215(93)84261-4, 10.1016/s0166-6851(00)00241-3, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1016/j.jprot.2014.03.040, 10.1046/j.1432-1033.2002.03244.x, 10.1006/abio.2001.5199, 10.1093/glycob/10.6.551]
H6N7F1S2	1	[2932;P47710]	[10.1042/ba19990105, 10.1021/bi035278t, 10.1038/s41598-021-84668-x]
H6N5S1	35	[2961;P0DOX2, 803;P54802, 1863;Q9UJT0, 1172;Q14126, 627;P04275, 1154;Q02985, 653;P98160, 1766;Q92673, 780;P04217, 329;Q14766, 1085;Q13740, 750;P05543, 1493;O95460, 688;P01859, 1287;Q86SQ4, 502;P00747, 1019;Q9BXN1, 1386;Q9Y6R7, 140;P01588, 1600;Q92626, 284;P19827, 1998;Q6GTX8, 2043;O94925, 1915;Q9HBW9, 283;P05556, 527;P02752, 1921;P55290, 1805;P35442, 1729;P49908, 1503;Q13421, 1084;P11717, 1806;P49746, 1120;P12259, 283;P08648, 1309;Q04756]	[10.1016/j.jchromb.2008.05.006, 10.1111/j.1432-1033.1992.tb17090.x, 10.1007/bf00731362, 10.1038/s41598-018-20331-2, 10.1074/mcp.RA120.002295, 10.7150/thno.65398, 10.1021/acs.analchem.8b01051, 10.1021/acs.jproteome.0c00702, 10.1111/j.1432-1033.1990.tb15281.x, 10.1016/j.isci.2021.102323, 10.1002/pmic.201300270, 10.1021/acs.jproteome.8b00796, 10.1074/jbc.275.11.7731, 10.1093/glycob/cwaa042, 10.1021/acs.jproteome.9b00753, 10.1093/glycob/cwaa101, 10.1016/s0021-9258(19)81354-6, 10.1021/pr500238v, 10.1101/853036, 10.1021/acs.analchem.8b01137, 10.1016/j.jprot.2014.02.005, 10.1007/s00216-014-8226-5, 10.1006/abio.1994.1050, 10.1126/science.abb9983, 10.1074/mcp.RA119.001607, 10.1021/ac900231w, 10.1002/elps.1150191113, 10.18632/oncotarget.26005, 10.1021/ac9801059, 10.1038/s41598-021-84668-x, 10.1021/pr500394z]
H7N6G1	1	[613;P07911]	[10.18632/oncotarget.26005, 10.1002/elps.1150191113]
H3N2	5	[174;P69327, 2385;Q6NXK7, 2627;A2A699, 196;P80051, 2932;P47710]	[10.1007/bf00731872, 10.1021/bi00464a020, 10.1093/glycob/10.8.837, 10.1111/j.1432-1033.1993.tb17870.x, 10.1093/glycob/cwaa052, 10.1093/glycob/10.9.941, 10.1006/abio.1997.2463, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1023/a:1006999718552, 10.1016/0008-6215(90)84120-j, 10.1016/s0021-9258(18)32836-9, 10.1074/jbc.M009361200, 10.1038/s41467-019-09222-w, 10.1093/glycob/9.5.443, 10.1111/j.1432-1033.1997.00195.x, 10.1021/pr500238v, 10.1021/bi00475a024, 10.1074/jbc.M606711200, 10.1021/bi00241a008, 10.1016/j.euprot.2014.11.002, 10.1021/pr400714w, 10.1074/jbc.M511023200, 10.18632/oncotarget.26005, 10.1046/j.1432-1033.2002.03244.x, 10.1093/glycob/cwg023, 10.1093/oxfordjournals.jbchem.a123767, 10.1074/mcp.M112.024018, 10.1021/bi00239a013, 10.1016/S1044-0305(00)00122-7, 10.1093/glycob/7.5.635, 10.1007/s10719-006-6693-4, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1021/bi00195a022, 10.1093/glycob/6.6.611, 10.1111/j.1432-1033.1993.tb17901.x, 10.1093/oxfordjournals.jbchem.a003169, 10.1016/0008-6215(93)84261-4, 10.1095/biolreprod43.1.130, 10.1016/s0166-6851(00)00241-3, 10.1021/bi00217a006, 10.1016/s0008-6215(00)80777-6, 10.7150/thno.65398, 10.1021/acs.jproteome.0c00702, 10.1007/bf01321117, 10.1021/acs.jproteome.9b00753, 10.1021/pr400196s, 10.1093/glycob/10.3.251, 10.1016/0042-6822(90)90095-9, 10.1111/j.1432-1033.1993.tb18020.x, 10.1016/s0304-4165(00)00128-8, 10.1021/acs.analchem.8b01137, 10.1007/s00425-003-1099-z, 10.1093/oxfordjournals.jbchem.a022526, 10.1126/science.abb9983, 10.1016/j.bbrc.2003.10.094, 10.1016/0003-2697(91)90020-t, 10.1006/abbi.1994.1021, 10.1021/bi9918285, 10.1007/bf00731639]
H6N5S2	27	[161;P02751, 2968;P01880, 1406;P17301, 2051;P48551, 2933;Q13410, 1193;Q9Y5L3, 1605;Q96BZ4, 2990;P08637, 2041;O75369, 1239;P11362, 1937;P52799, 1781;Q4LDE5, 79;P13987, 676;P02750, 1512;P55083, 2978;Q02223, 1242;Q06828, 681;Q9NY15, 1960;O00533, 815;P15144, 706;P09486, 790;P07288, 984;P08195, 1217;P16422, 734;Q9Y5Y7, 233;P01859, 1847;Q14956]	[10.1006/abio.1995.1200, 10.1016/j.jchromb.2008.05.006, 10.1111/j.1432-1033.1992.tb17090.x, 10.1074/mcp.M112.024018, 10.1111/j.1432-1033.1996.0076n.x, 10.1093/glycob/11.10.791, 10.1038/s41598-018-20331-2, 10.1074/jbc.M004298200, 10.1159/000024447, 10.1002/pmic.201400038, 10.1074/mcp.RA120.002295, 10.7150/thno.65398, 10.1021/acs.analchem.8b01051, 10.1111/j.1432-1033.1990.tb15281.x, 10.1016/j.isci.2021.102323, 10.1021/acs.analchem.0c01794, 10.1002/pmic.201300270, 10.1021/acs.jproteome.8b00796, 10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1021/pr400196s, 10.1093/glycob/cwaa101, 10.1111/j.1432-1033.1992.tb17362.x, 10.1093/oxfordjournals.jbchem.a124102, 10.1016/s0021-9258(19)81354-6, 10.1111/j.1432-1033.1990.tb19332.x, 10.1111/j.1432-1033.1991.tb15901.x, 10.1101/853036, 10.1021/pr500238v, 10.1016/j.jprot.2014.02.005, 10.1021/acs.analchem.8b01137, 10.1007/s00216-014-8226-5, 10.1126/science.abb9983, 10.1093/abbs/gmt110, 10.1093/oxfordjournals.jbchem.a124143, 10.1021/ac900231w, 10.1038/s41592-021-01309-x, 10.1093/oxfordjournals.jbchem.a022738, 10.18632/oncotarget.26005, 10.1002/elps.1150191113, 10.1016/j.chom.2020.08.004, 10.1021/ac402338u, 10.1038/s41598-021-84668-x, 10.1006/abio.1994.1374]
H6N5S3	7	[1915;Q9HBW9, 1982;Q06418, 1235;P35555, 1950;P14923, 1539;Q92859, 1962;Q99784, 1913;Q6QNK2]	[10.1016/j.jchromb.2008.05.006, 10.1016/s0021-9258(19)30077-8, 10.1021/bi00441a050, 10.1038/s41598-018-20331-2, 10.1021/acs.analchem.8b01051, 10.1002/pmic.201300270, 10.1021/acs.analchem.0c01794, 10.1093/glycob/8.11.1053, 10.1093/glycob/cwaa101, 10.1093/oxfordjournals.jbchem.a124102, 10.1021/pr500238v, 10.1016/s0021-9258(18)34193-0, 10.1016/j.jprot.2014.02.005, 10.1007/s00216-014-8226-5, 10.1016/j.euprot.2014.11.002, 10.1021/ac900231w, 10.1038/s41592-021-01309-x, 10.1093/oxfordjournals.jbchem.a022738, 10.18632/oncotarget.26005, 10.1038/s41598-021-84668-x, 10.1021/pr500394z, 10.1006/abio.1995.1200, 10.1111/j.1432-1033.1992.tb17090.x, 10.1074/mcp.M112.024018, 10.1021/bi00239a013, 10.1016/s0021-9258(17)37874-2, 10.1111/j.1432-1033.1996.0076n.x, 10.1016/s0021-9258(18)33911-5, 10.1021/pr500506z, 10.1093/glycob/2.1.85, 10.1159/000024447, 10.1074/jbc.M004298200, 10.1111/j.1432-1033.1995.tb20647.x, 10.1016/s0021-9258(19)69961-8, 10.1002/pmic.201400038, 10.1021/bi00217a006, 10.1016/s0003-2697(05)80010-7, 10.1016/0304-4165(94)00191-y, 10.7150/thno.65398, 10.1016/s0021-9258(17)30489-1, 10.1016/j.jprot.2021.104148, 10.1021/acs.jproteome.0c00702, 10.1016/j.isci.2021.102323, 10.1016/s0021-9258(19)85632-6, 10.1021/acs.jproteome.8b00796, 10.1021/bi00441a051, 10.1021/acs.jproteome.9b00753, 10.1046/j.1432-1327.1998.2560471.x, 10.1021/pr400196s, 10.1111/j.1432-1033.1992.tb17362.x, 10.1016/s0021-9258(19)81354-6, 10.1111/j.1432-1033.1990.tb19332.x, 10.1111/j.1432-1033.1991.tb15901.x, 10.1093/oxfordjournals.jbchem.a133680, 10.1101/853036, 10.1016/0167-4838(94)90119-8, 10.1021/acs.analchem.8b01137, 10.1002/elps.1150191113, 10.1021/ac402338u, 10.1006/abio.1994.1374]
H3N4	6	[2255;Q9Z218, 1169;P07585, 787;O75446, 613;P07911, 2932;P47710, 2231;Q9CPW0]	[10.1016/j.jchromb.2008.05.006, 10.1021/bi00464a020, 10.1006/abbi.1995.1255, 10.1093/glycob/cwaa052, 10.1093/glycob/10.9.941, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1016/s0021-9258(18)88956-6, 10.1021/acs.analchem.8b01051, 10.1074/jbc.M102371200, 10.1093/glycob/10.4.421, 10.1016/0161-5890(93)90145-2, 10.1016/s0021-9258(18)32836-9, 10.1006/abio.2001.5199, 10.1021/pr500414q, 10.1006/prep.2001.1501, 10.1016/0003-9861(91)90144-8, 10.1093/glycob/cwaa042, 10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa101, 10.1093/glycob/9.5.443, 10.3390/pharmaceutics13111747, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1046/j.1432-1327.2001.01985.x, 10.1016/j.jprot.2014.02.005, 10.1006/bbrc.2001.5382, 10.1074/mcp.RA119.001607, 10.1074/jbc.M504528200, 10.1007/s13361-013-0823-6, 10.1016/j.euprot.2014.11.002, 10.1021/ac900231w, 10.1074/jbc.M511023200, 10.1002/elps.11501401205, 10.1038/s41592-021-01309-x, 10.18632/oncotarget.26005, 10.1023/a:1022528829799, 10.1016/j.chom.2020.08.004, 10.1006/bbrc.1993.1516, 10.1021/bi00378a023, 10.1021/pr500394z, 10.1016/j.carres.2014.01.018, 10.1111/j.1432-1033.1992.tb17090.x, 10.1074/mcp.M112.024018, 10.1074/mcp.M114.047381, 10.1021/bi00341a040, 10.1016/S1044-0305(00)00122-7, 10.1007/s10719-006-6693-4, 10.1016/s0021-9258(18)52290-0, 10.1042/bj2680529, 10.1016/s0008-6215(00)80777-6, 10.1371/journal.pgen.1003225, 10.1016/s0021-9258(17)30489-1, 10.1093/glycob/9.8.823, 10.1021/pr200397h, 10.1021/acs.jproteome.9b00753, 10.1006/abbi.1994.1216, 10.1111/j.1432-1033.1993.tb18020.x, 10.1101/853036, 10.1006/abbi.2001.2421, 10.1021/acs.analchem.8b01137, 10.1007/s00425-003-1099-z, 10.1016/s0008-6215(99)00254-2, 10.1016/j.talanta.2020.121495, 10.1126/science.abb9983, 10.1093/glycob/10.5.511, 10.1016/s0021-9258(19)39283-x, 10.1021/bi9918285, 10.1271/bbb.64.2109, 10.1271/bbb.65.2482]
H3N3	15	[803;P54802, 1653;O75629, 1175;P53634, 1079;P07339, 1383;Q9Y4L1, 594;P07996, 815;P15144, 2769;P01831, 2349;P35438, 2379;P01872, 371;P10252, 2601;Q9CQF9, 1262;P13284, 771;P17948, 71;P56817]	[10.1021/bi00464a020, 10.1006/abbi.1995.1255, 10.1006/abbi.1994.1055, 10.1093/glycob/10.8.837, 10.1093/glycob/cwaa052, 10.1093/glycob/10.9.941, 10.1016/s0021-9258(19)86876-x, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1016/s0021-9258(18)88956-6, 10.1016/s0021-9258(18)50382-3, 10.1021/acs.analchem.8b01051, 10.1006/abio.2001.5199, 10.1021/pr500414q, 10.1016/0003-9861(91)90144-8, 10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa042, 10.1093/glycob/9.5.443, 10.1093/glycob/cwaa101, 10.1093/glycob/3.4.365, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1006/exer.1994.1142, 10.1007/s13361-013-0823-6, 10.1016/j.euprot.2014.11.002, 10.1074/jbc.M504528200, 10.1021/ac900231w, 10.1074/jbc.M511023200, 10.18632/oncotarget.26005, 10.1016/j.carres.2014.01.018, 10.1093/glycob/4.5.633, 10.1074/mcp.M112.024018, 10.1021/ac4006556, 10.1016/S1044-0305(00)00122-7, 10.1093/glycob/7.5.635, 10.1093/glycob/6.6.611, 10.1093/oxfordjournals.jbchem.a003169, 10.1111/j.1432-1033.1986.tb09867.x, 10.1111/j.1432-1033.1990.tb19256.x, 10.1093/glycob/9.8.823, 10.1007/bf01321117, 10.1021/acs.jproteome.9b00753, 10.1021/pr400196s, 10.1111/j.1432-1033.1993.tb18020.x, 10.1074/jbc.272.14.9062, 10.1101/853036, 10.1016/s0304-4165(00)00128-8, 10.1006/abbi.2001.2421, 10.1093/glycob/5.5.517, 10.1021/acs.analchem.8b01137, 10.1093/oxfordjournals.jbchem.a022033, 10.1007/s00425-003-1099-z, 10.1126/science.abb9983, 10.1021/bi9918285, 10.4049/jimmunol.173.11.6831, 10.1093/glycob/2.3.241]
H4N6F1S1	3	[1018;Q12797, 1839;P43307, 1647;Q9P2B2]	[10.1021/pr500575r, 10.1093/glycob/cwaa101, 10.1371/journal.ppat.1009232]
H4N6F1S2	1	[744;P00738]	[10.1074/mcp.M112.024018]
H3N4F2	8	[600;P01266, 1587;Q9NRN5, 2565;O88998, 1846;Q9BVK6, 1713;Q96D15, 550;P01833, 1720;O00472, 2552;Q62443]	[10.1007/bf00731872, 10.1126/science.abb9983, 10.1021/acs.jproteome.9b00753, 10.1046/j.1432-1327.1999.00766.x, 10.1021/bi9918285, 10.1021/pr500238v, 10.1021/acs.analchem.1c00893, 10.1111/j.1432-1033.1993.tb17870.x, 10.1074/jbc.M606711200, 10.1093/glycob/cwaa052]
H3N6	3	[677;P05090, 371;P10252, 1079;P07339]	[10.1111/j.1432-1033.1992.tb17090.x, 10.1006/abbi.1994.1525, 10.1016/S1044-0305(00)00122-7, 10.1006/abbi.1995.1255, 10.1042/bj3160427, 10.1093/glycob/10.9.941, 10.1093/oxfordjournals.jbchem.a124273, 10.1074/mcp.RA120.002295, 10.1016/S0021-9258(18)54122-3, 10.1074/jbc.M102371200, 10.1271/bbb.80598, 10.1021/acs.analchem.1c00893, 10.2307/3283717, 10.1016/s0021-9258(18)32836-9, 10.1006/abio.2001.5199, 10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa042, 10.1021/acs.jproteome.9b00753, 10.1111/j.1432-1033.1993.tb18020.x, 10.1021/pr500238v, 10.1006/abbi.2001.2421, 10.1111/j.1432-1033.1995.0805m.x, 10.1021/acs.analchem.8b01137, 10.1126/science.abb9983, 10.18632/oncotarget.26005, 10.1021/bi00067a029]
H3N5	10	[1383;Q9Y4L1, 7;P02718, 329;Q14766, 790;P07288, 1486;Q13296, 711;Q14624, 1262;P13284, 590;Q8BYI9, 1669;Q9UBV2, 7;P02712]	[10.1016/j.jchromb.2008.05.006, 10.1006/abbi.1994.1525, 10.1074/mcp.M114.047381, 10.1016/S1044-0305(00)00122-7, 10.1021/bi00341a040, 10.1006/abbi.1995.1255, 10.1093/glycob/10.9.941, 10.1042/bj2680529, 10.1016/s0021-9258(18)52290-0, 10.1007/bf00702201, 10.1074/mcp.RA120.002295, 10.1074/jbc.M102371200, 10.1021/acs.jproteome.0c00702, 10.2307/3283717, 10.1271/bbb.80598, 10.1006/abio.2001.5199, 10.1016/s0021-9258(18)32836-9, 10.1021/pr500414q, 10.1093/glycob/cwaa042, 10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.3390/pharmaceutics13111747, 10.1093/glycob/9.5.443, 10.1111/j.1432-1033.1993.tb18020.x, 10.1101/853036, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1006/abbi.2001.2421, 10.1093/glycob/10.3.295, 10.1021/acs.analchem.8b01137, 10.1016/j.jprot.2014.02.005, 10.1126/science.abb9983, 10.1681/ASN.2006040388, 10.1074/jbc.M504528200, 10.1016/j.euprot.2014.11.002, 10.1074/mcp.RA119.001607, 10.1038/s41592-021-01309-x, 10.1271/bbb.64.2109, 10.18632/oncotarget.26005, 10.1021/pr900956x, 10.1038/s41598-021-84668-x, 10.1021/bi00378a023]
